candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
180983 2-B7_S115_L001_R1_001_978918	440		186510	97.70	440
180999 1-B12_S24_L001_R1_001_2145552	440		181121	94.30	440
181003 1-E11_S59_L001_R1_001_1378074	440		183107	96.10	440
181035 2-B11_S119_L001_R1_001_4212710	441		176499	93.40	441
181056 1-E9_S57_L001_R1_001_1876603	441		851865	97.70	441
181083 1-F10_S70_L001_R1_001_4425121	440		526963	90.20	440
181084 2-H5_S185_L001_R1_001_1775106	443		263546	95.90	443
181117 2-A7_S103_L001_R1_001_325061	439		193666	98.60	439
181160 2-A9_S105_L001_R1_001_2408629	440		193666	93.20	440
181167 1-G11_S83_L001_R1_001_370266	440		261016	93.60	440
181170 2-D4_S136_L001_R1_001_1067727	440		216888	94.80	440
181174 2-A11_S107_L001_R1_001_1637830	443		174924	89.40	443
181187 2-F3_S159_L001_R1_001_1146607	443		337993	97.10	443
181204 1-E7_S55_L001_R1_001_757523	440		185306	95.00	440
181217 2-E1_S145_L001_R1_001_863949	440		193666	96.60	440
181236 2-D11_S143_L001_R1_001_3625235	440		297872	96.40	440
181335 2-A1_S97_L001_R1_001_1171746	441		193666	98.00	441
181417 1-H4_S88_L001_R1_001_4718521	440		193666	98.00	440
181422 2-B1_S109_L001_R1_001_3854572	440		851865	97.50	440
181432 1-A2_S2_L001_R1_001_1961244	458		300853	88.90	458
181466 2-B2_S110_L001_R1_001_452476	439		319260	93.80	439
181485 1-E1_S49_L001_R1_001_3903848	441		297872	96.40	441
181537 1-B1_S13_L001_R1_001_1593075	439		190084	94.50	439
181539 2-B8_S116_L001_R1_001_523804	460		851822	92.00	460
181543 1-F10_S70_L001_R1_001_4426328	440		197460	98.00	440
181633 2-A1_S97_L001_R1_001_1189586	442		3027156	96.60	442
181675 1-G1_S73_L001_R1_001_3297465	440		193666	98.90	440
181728 2-E4_S148_L001_R1_001_732500	440		183107	95.90	440
181759 2-A7_S103_L001_R1_001_318343	440		851865	98.90	440
1817731 2-H7_S187_L001_R1_001_247923	440		190084	90.20	440
181791 1-A4_S4_L001_R1_001_2532828	440		193666	98.40	440
181797 1-D4_S40_L001_R1_001_3168696	440		193666	96.10	440
181826 1-G7_S79_L001_R1_001_2032143	440		197460	97.30	440
181827 2-C11_S131_L001_R1_001_3632230	440		191183	90.20	440
181834 2-B9_S117_L001_R1_001_875315	440		190084	94.50	440
181853 2-C10_S130_L001_R1_001_2884491	440		195674	97.70	440
181858 1-E9_S57_L001_R1_001_1885762	440		851865	99.10	440
181860 2-G11_S179_L001_R1_001_3508107	440		337993	92.30	440
181880 2-C7_S127_L001_R1_001_952670	440		193666	96.80	440
181882 1-E7_S55_L001_R1_001_751255	440		330451	89.80	440
181899 2-B12_S120_L001_R1_001_139727	440		193666	96.60	440
181903 1-G4_S76_L001_R1_001_1529911	440		183107	93.40	440
181914 2-A8_S104_L001_R1_001_2963557	443		132657	93.20	443
181918 2-A7_S103_L001_R1_001_344553	440		197460	96.40	440
181960 2-G5_S173_L001_R1_001_2348525	440		851865	99.30	440
181969 2-E9_S153_L001_R1_001_565692	440		183051	94.50	440
181984 2-F10_S166_L001_R1_001_1402388	440		851865	99.50	440
181985 2-A5_S101_L001_R1_001_2669990	440		297872	96.40	440
181990 1-F7_S67_L001_R1_001_3692382	440		261016	94.10	440
182008 2-H7_S187_L001_R1_001_273391	443		290018	95.70	443
182030 2-C7_S127_L001_R1_001_946981	440		196844	93.20	440
182036 2-B7_S115_L001_R1_001_996505	440		350681	94.10	440
182044 1-B1_S13_L001_R1_001_1612399	443		3692061	92.80	443
1820513 1-B8_S20_L001_R1_001_350358	465		158415	93.80	465
182052 1-C10_S34_L001_R1_001_2328650	460		183870	92.80	460
182117 1-A1_S1_L001_R1_001_2465885	460		183870	92.80	460
182118 2-D4_S136_L001_R1_001_1061482	440		294709	95.00	440
182157 2-H2_S182_L001_R1_001_97005	460		183870	93.00	460
182163 2-C10_S130_L001_R1_001_2897755	443		522863	94.60	443
182176 2-F6_S162_L001_R1_001_4627282	445		234298	97.30	445
182184 1-B8_S20_L001_R1_001_359065	440		851865	99.50	440
182224 1-B12_S24_L001_R1_001_2115720	438		195496	94.30	438
182271 2-H10_S190_L001_R1_001_3039939	440		185670	92.70	440
182289 2-G9_S177_L001_R1_001_1323874	440		195674	98.00	440
1823053 1-D1_S37_L001_R1_001_635532	465		1523543	95.70	465
182343 2-F3_S159_L001_R1_001_1160028	439		184661	97.00	439
182377 1-F11_S71_L001_R1_001_2052758	440		186510	97.70	440
182431 1-F5_S65_L001_R1_001_82991	443		303571	90.30	443
182456 2-A10_S106_L001_R1_001_4486257	440		174974	95.00	440
182483 2-G4_S172_L001_R1_001_3070597	464		530323	89.40	464
182497 2-C3_S123_L001_R1_001_2302061	440		192234	95.00	440
182538 2-E9_S153_L001_R1_001_558118	440		184661	95.00	440
182545 1-H7_S91_L001_R1_001_4449446	440		195674	97.70	440
182588 2-G10_S178_L001_R1_001_172437	440		287907	93.90	440
182603 1-F6_S66_L001_R1_001_111577	440		311952	95.20	440
182609 2-H4_S184_L001_R1_001_1849474	440		851865	98.60	440
182668 1-D3_S39_L001_R1_001_43687	440		287907	94.80	440
182674 2-E10_S154_L001_R1_001_3459128	440		185306	95.20	440
182702 2-E4_S148_L001_R1_001_743483	440		193666	98.90	440
182708 1-G7_S79_L001_R1_001_2024566	443		290018	92.30	443
182729 1-D3_S39_L001_R1_001_43850	440		193666	94.10	440
182735 2-F3_S159_L001_R1_001_1145442	440		522863	95.20	440
182771 2-F6_S162_L001_R1_001_4625757	446		234298	96.60	446
182797 2-A8_S104_L001_R1_001_2939634	443		312619	92.60	443
182799 1-A3_S3_L001_R1_001_1930219	440		174974	95.50	440
182854 2-G6_S174_L001_R1_001_1043085	461		4348122	93.50	461
182886 1-G11_S83_L001_R1_001_382659	460		183870	99.60	460
182903 1-G6_S78_L001_R1_001_4395412	440		522863	94.10	440
182911 1-D1_S37_L001_R1_001_636545	443		290018	94.60	443
182920 2-B9_S117_L001_R1_001_873119	440		185306	95.20	440
182986 2-C6_S126_L001_R1_001_3374166	440		851865	98.60	440
182989 1-F4_S64_L001_R1_001_3957386	439		193666	97.90	439
183012 2-B7_S115_L001_R1_001_980610	460		181532	92.80	460
1830364 1-B7_S19_L001_R1_001_3392765	440		197460	96.60	440
183039 1-F2_S62_L001_R1_001_3001675	442		297872	96.60	442
183043 1-G4_S76_L001_R1_001_1542659	440		195496	94.80	440
183048 2-B7_S115_L001_R1_001_996478	439		851865	98.40	439
183057 1-D5_S41_L001_R1_001_1287641	440		195674	97.50	440
183075 1-G1_S73_L001_R1_001_3330900	440		186510	96.80	440
183087 1-G11_S83_L001_R1_001_371185	440		193666	96.80	440
183104 2-D9_S141_L001_R1_001_1767087	442		724147	88.20	442
183116 1-H7_S91_L001_R1_001_4461115	443		132657	94.60	443
183121 2-A9_S105_L001_R1_001_2405319	440		183107	95.90	440
183145 1-A11_S11_L001_R1_001_1029265	440		193666	96.80	440
183147 2-E1_S145_L001_R1_001_858575	440		193666	96.60	440
183157 2-B12_S120_L001_R1_001_150086	440		851865	96.10	440
183210 1-C3_S27_L001_R1_001_1106342	440		193666	95.70	440
183245 1-H8_S92_L001_R1_001_1103677	440		157382	90.50	440
183267 2-C1_S121_L001_R1_001_773303	440		183107	98.00	440
183395 2-C7_S127_L001_R1_001_963944	460		306695	87.20	460
183414 2-B1_S109_L001_R1_001_3861788	440		183107	96.10	440
183454 2-F11_S167_L001_R1_001_26310	443		668513	90.10	443
183480 2-F11_S167_L001_R1_001_2669	460		529442	92.20	460
183496 2-H7_S187_L001_R1_001_238397	460		4348122	93.70	460
183532 2-E9_S153_L001_R1_001_565376	440		183051	92.50	440
183544 1-D4_S40_L001_R1_001_3186211	442		182857	95.20	442
183556 1-E1_S49_L001_R1_001_3914049	440		193666	96.40	440
183564 2-H7_S187_L001_R1_001_267933	440		193666	98.60	440
183572 2-A2_S98_L001_R1_001_697117	440		294289	93.60	440
183598 1-E12_S60_L001_R1_001_2191033	460		851822	92.80	460
183604 1-F10_S70_L001_R1_001_4425048	440		193666	98.40	440
183619 2-B8_S116_L001_R1_001_531214	460		183870	98.00	460
183656 1-A5_S5_L001_R1_001_633134	440		193666	96.60	440
183662 2-E1_S145_L001_R1_001_837713	460		4348122	93.70	460
183680 2-E7_S151_L001_R1_001_2433034	440		184661	97.30	440
183715 1-D3_S39_L001_R1_001_46754	442		325539	94.80	442
183734 1-E2_S50_L001_R1_001_4188996	438		512191	96.30	438
183780 2-H3_S183_L001_R1_001_4711136	439		851865	98.20	439
183817 1-F2_S62_L001_R1_001_3014228	460		183870	94.10	460
183827 2-C3_S123_L001_R1_001_2302972	442		1130573	92.80	442
1838560 1-H5_S89_L001_R1_001_3728959	440		2157225	97.70	440
183870 2-C8_S128_L001_R1_001_492734	460		183870	98.90	460
183873 1-B1_S13_L001_R1_001_1618227	440		297872	95.90	440
183885 2-F12_S168_L001_R1_001_3703954	442		325539	91.20	442
183954 1-F2_S62_L001_R1_001_3006274	439		335759	91.80	439
183970 1-H4_S88_L001_R1_001_4722819	440		186510	96.10	440
184013 1-H3_S87_L001_R1_001_598687	440		184661	97.50	440
184037 2-B12_S120_L001_R1_001_131708	440		195674	97.50	440
184050 1-E12_S60_L001_R1_001_2176292	439		184661	97.30	439
184083 2-B4_S112_L001_R1_001_1688662	440		183107	95.90	440
184120 1-F5_S65_L001_R1_001_74144	440		197460	97.50	440
184142 2-F7_S163_L001_R1_001_2927999	439		185306	94.80	439
184174 2-C8_S128_L001_R1_001_486700	460		306695	87.40	460
184175 2-H3_S183_L001_R1_001_4708310	440		197460	97.70	440
184211 1-H9_S93_L001_R1_001_910334	440		3931706	94.80	440
184214 2-F1_S157_L001_R1_001_2101746	443		290018	95.70	443
184248 1-D3_S39_L001_R1_001_45640	441		4322537	89.10	441
184309 2-F1_S157_L001_R1_001_2099008	441		185670	93.90	441
184314 1-H2_S86_L001_R1_001_3223573	440		294289	94.10	440
184320 2-E7_S151_L001_R1_001_2429542	440		216888	94.50	440
184339 2-E12_S156_L001_R1_001_3790242	440		851865	95.90	440
184387 2-E11_S155_L001_R1_001_403092	441		258203	92.50	441
184394 2-G12_S180_L001_R1_001_3826443	440		183107	95.20	440
184440 2-G1_S169_L001_R1_001_4580228	442		3027156	96.40	442
184518 1-D9_S45_L001_R1_001_4117717	440		216888	94.50	440
184553 2-G3_S171_L001_R1_001_1983640	440		184661	97.30	440
184561 2-H5_S185_L001_R1_001_1785726	440		193666	97.50	440
184567 1-F4_S64_L001_R1_001_3936696	460		183870	93.50	460
184569 1-D9_S45_L001_R1_001_4109432	443		301630	93.90	443
184570 1-G4_S76_L001_R1_001_1553565	440		183107	93.20	440
184592 2-C10_S130_L001_R1_001_2881864	440		186510	97.30	440
184661 2-A11_S107_L001_R1_001_1644536	440		184661	97.50	440
184670 1-E5_S53_L001_R1_001_1749946	437		186510	97.30	437
184678 1-F1_S61_L001_R1_001_1440955	440		851865	94.80	440
184725 2-E1_S145_L001_R1_001_860713	460		183870	90.70	460
184753 2-B5_S113_L001_R1_001_1214959	460		4348122	93.70	460
184760 2-F10_S166_L001_R1_001_1401926	440		851865	97.00	440
184803 1-C7_S31_L001_R1_001_4119088	443		290018	95.70	443
184845 2-B1_S109_L001_R1_001_3853295	443		290018	95.30	443
184890 2-G4_S172_L001_R1_001_3069543	440		193666	98.60	440
184897 2-B2_S110_L001_R1_001_440847	440		851865	99.10	440
184905 2-H4_S184_L001_R1_001_1845313	440		197460	93.90	440
184922 1-H4_S88_L001_R1_001_4734773	465		715138	94.80	465
184980 2-E8_S152_L001_R1_001_1925369	439		185306	93.40	439
184991 2-C11_S131_L001_R1_001_3649023	440		193666	96.10	440
184996 1-E10_S58_L001_R1_001_2767058	439		851865	97.30	439
185021 2-C11_S131_L001_R1_001_3636785	440		193666	90.70	440
185042 1-B2_S14_L001_R1_001_3163036	442		182420	94.10	442
185046 2-H11_S191_L001_R1_001_3271588	440		185306	94.80	440
185113 2-F4_S160_L001_R1_001_2815443	440		851865	98.60	440
185136 1-A5_S5_L001_R1_001_622783	440		851865	99.10	440
185141 1-E5_S53_L001_R1_001_1747094	440		185306	94.80	440
185148 1-G5_S77_L001_R1_001_1298844	440		193666	96.60	440
185186 1-F6_S66_L001_R1_001_119605	446		234298	97.10	446
185203 2-G10_S178_L001_R1_001_206378	440		851865	95.90	440
185232 2-E4_S148_L001_R1_001_717740	441		297872	90.70	441
185244 1-F7_S67_L001_R1_001_3701886	440		851865	98.40	440
185262 2-G8_S176_L001_R1_001_4269104	440		851865	98.90	440
185286 2-C10_S130_L001_R1_001_2885007	440		185306	94.80	440
185324 2-B12_S120_L001_R1_001_151950	440		851865	99.50	440
185354 1-B6_S18_L001_R1_001_1359552	440		190084	95.20	440
185374 2-C7_S127_L001_R1_001_959773	441		148219	91.60	441
185392 1-A5_S5_L001_R1_001_627973	442		3027156	96.40	442
185394 1-H4_S88_L001_R1_001_4719593	440		193666	98.00	440
185420 1-F5_S65_L001_R1_001_66409	460		529442	92.20	460
185428 2-B7_S115_L001_R1_001_982113	440		197460	96.10	440
185486 2-D9_S141_L001_R1_001_1765149	440		216888	94.50	440
185555 2-F4_S160_L001_R1_001_2800098	466		215040	92.90	466
185583 2-G1_S169_L001_R1_001_4557009	439		195496	93.80	439
185588 1-B2_S14_L001_R1_001_3148664	440		216888	95.20	440
185597 1-B1_S13_L001_R1_001_1604443	442		3027156	96.20	442
185603 2-B4_S112_L001_R1_001_1679308	440		261016	93.60	440
185604 1-E10_S58_L001_R1_001_2755707	460		181532	91.70	460
185606 1-G5_S77_L001_R1_001_1295880	440		522863	93.40	440
185607 2-H5_S185_L001_R1_001_1775178	441		195674	97.30	441
185659 2-H2_S182_L001_R1_001_94238	465		514182	92.30	465
185667 2-G1_S169_L001_R1_001_4564882	440		184661	97.30	440
185711 1-F1_S61_L001_R1_001_1474431	440		216888	95.50	440
185722 1-D7_S43_L001_R1_001_3356556	460		183870	93.00	460
185753 2-C3_S123_L001_R1_001_2307799	440		193666	98.60	440
185763 2-D3_S135_L001_R1_001_168073	436		851865	96.80	436
185787 1-C9_S33_L001_R1_001_2628107	442		325539	92.10	442
185805 2-A1_S97_L001_R1_001_1196841	440		193666	95.20	440
185812 1-B10_S22_L001_R1_001_1130606	440		193666	97.30	440
185814 2-B12_S120_L001_R1_001_132968	440		195496	94.10	440
185864 2-D9_S141_L001_R1_001_1759852	440		197460	94.10	440
185888 1-H7_S91_L001_R1_001_4447885	460		183870	93.30	460
185937 2-B5_S113_L001_R1_001_1220071	440		216888	95.90	440
185949 2-G6_S174_L001_R1_001_1057111	440		261016	93.40	440
185961 2-F11_S167_L001_R1_001_12794	440		526963	90.50	440
185972 2-G1_S169_L001_R1_001_4548056	440		183107	95.70	440
186011 1-C1_S25_L001_R1_001_2269940	443		290018	95.30	443
186020 1-H3_S87_L001_R1_001_602159	442		1130573	91.90	442
186049 1-B10_S22_L001_R1_001_1135881	440		297872	96.80	440
186077 1-A4_S4_L001_R1_001_2532690	441		297872	96.40	441
186081 2-G9_S177_L001_R1_001_1331326	439		851865	99.80	439
186090 1-D10_S46_L001_R1_001_4071768	440		287907	94.10	440
186122 1-D3_S39_L001_R1_001_58929	440		216888	96.60	440
186133 1-H2_S86_L001_R1_001_3202924	440		157382	90.20	440
186143 2-A1_S97_L001_R1_001_1169878	440		185306	95.20	440
186161 2-C10_S130_L001_R1_001_2888286	440		851865	98.90	440
186233 1-F6_S66_L001_R1_001_119944	460		194286	92.80	460
186255 2-D1_S133_L001_R1_001_4343820	440		186510	97.30	440
186289 2-G11_S179_L001_R1_001_3511263	443		199568	98.00	443
186352 1-D1_S37_L001_R1_001_664344	460		183870	92.20	460
186358 2-G12_S180_L001_R1_001_3834139	460		183870	93.70	460
186392 2-H2_S182_L001_R1_001_97761	440		851865	98.90	440
186468 2-G9_S177_L001_R1_001_1316426	439		193666	96.40	439
186478 1-B9_S21_L001_R1_001_4096598	440		851865	95.90	440
186592 1-E11_S59_L001_R1_001_1378083	440		522863	93.60	440
186596 1-A5_S5_L001_R1_001_631266	440		193666	95.70	440
186614 2-H9_S189_L001_R1_001_3287696	440		184661	97.00	440
186633 1-H1_S85_L001_R1_001_2699943	440		186510	97.50	440
186652 2-D3_S135_L001_R1_001_157890	440		193666	95.20	440
186723 1-C11_S35_L001_R1_001_4657914	439		851865	98.40	439
186735 2-A10_S106_L001_R1_001_4494015	440		193666	95.00	440
186775 1-H3_S87_L001_R1_001_593715	440		297872	96.80	440
186819 1-H3_S87_L001_R1_001_606195	440		197460	98.20	440
186841 2-C4_S124_L001_R1_001_1588086	460		183870	95.20	460
186851 2-A4_S100_L001_R1_001_465739	443		303937	94.40	443
186866 2-A4_S100_L001_R1_001_460959	460		183870	94.60	460
186896 2-A7_S103_L001_R1_001_339404	440		193666	98.00	440
186906 2-H5_S185_L001_R1_001_1798059	440		297872	97.00	440
186956 1-E8_S56_L001_R1_001_908866	440		851865	98.90	440
186963 2-C4_S124_L001_R1_001_1582361	440		851865	98.00	440
186968 2-B12_S120_L001_R1_001_141612	441		181121	94.80	441
186969 2-C4_S124_L001_R1_001_1579635	440		184661	97.70	440
186981 1-H7_S91_L001_R1_001_4448796	460		183870	90.40	460
186996 1-C1_S25_L001_R1_001_2296730	440		193666	95.70	440
187035 1-B9_S21_L001_R1_001_4096193	439		193666	98.60	439
187051 2-G7_S175_L001_R1_001_4594863	440		197460	95.70	440
187056 1-B2_S14_L001_R1_001_3150836	440		333195	90.50	440
187123 1-C6_S30_L001_R1_001_3122060	442		182420	94.10	442
187126 2-G10_S178_L001_R1_001_194993	440		350681	93.60	440
187180 1-B12_S24_L001_R1_001_2136108	439		195496	95.20	439
187196 2-H9_S189_L001_R1_001_3291200	440		193666	93.20	440
187210 2-A11_S107_L001_R1_001_1650711	440		193666	98.40	440
187212 1-F12_S72_L001_R1_001_1343490	439		184661	96.40	439
187248 1-G12_S84_L001_R1_001_2746772	440		216888	94.10	440
187264 2-G8_S176_L001_R1_001_4271074	438		293471	92.00	438
187267 2-C9_S129_L001_R1_001_4321846	442		182420	93.20	442
187321 2-A2_S98_L001_R1_001_706935	442		178457	94.80	442
187324 1-D3_S39_L001_R1_001_45302	460		183870	95.70	460
187355 1-A3_S3_L001_R1_001_1928468	442		325539	93.20	442
187384 1-A5_S5_L001_R1_001_633387	440		183107	97.70	440
187385 2-G1_S169_L001_R1_001_4552079	440		193666	98.00	440
187386 1-F8_S68_L001_R1_001_2205961	442		325539	93.90	442
187389 1-H2_S86_L001_R1_001_3229969	440		851865	98.20	440
187401 2-B10_S118_L001_R1_001_2833045	443		132657	93.70	443
187404 2-F7_S163_L001_R1_001_2929299	442		4426850	90.00	442
187443 2-D11_S143_L001_R1_001_3610853	460		183870	92.00	460
187511 2-E1_S145_L001_R1_001_851737	440		183107	96.40	440
187517 1-C11_S35_L001_R1_001_4655128	441		2901960	91.40	441
187582 2-A7_S103_L001_R1_001_335299	440		197460	97.70	440
187617 2-F1_S157_L001_R1_001_2086625	440		178438	91.60	440
187623 1-H1_S85_L001_R1_001_2704262	460		183870	94.30	460
187767 1-F5_S65_L001_R1_001_65500	443		4338161	89.20	443
187780 2-G4_S172_L001_R1_001_3089716	440		851865	92.30	440
1877831 1-F11_S71_L001_R1_001_2076138	460		4348122	94.30	460
187841 1-G8_S80_L001_R1_001_233879	460		4348122	97.40	460
187883 1-B12_S24_L001_R1_001_2133360	443		179663	93.90	443
187891 2-C11_S131_L001_R1_001_3628224	441		193666	95.20	441
187917 2-A10_S106_L001_R1_001_4501642	442		325539	92.50	442
187924 2-E7_S151_L001_R1_001_2432104	440		195496	94.30	440
187946 1-B12_S24_L001_R1_001_2116523	440		183107	95.70	440
187973 1-A10_S10_L001_R1_001_2989530	406		337993	95.30	406
188037 2-D5_S137_L001_R1_001_31423	440		216888	95.50	440
188044 2-C1_S121_L001_R1_001_803439	440		195496	95.00	440
188079 2-C1_S121_L001_R1_001_803035	440		294709	91.80	440
188113 2-B11_S119_L001_R1_001_4214549	460		181532	92.80	460
188194 1-F5_S65_L001_R1_001_74703	440		197460	98.00	440
188199 2-E4_S148_L001_R1_001_717337	440		193666	98.60	440
188225 1-G5_S77_L001_R1_001_1310946	442		312619	92.80	442
188249 2-F6_S162_L001_R1_001_4621571	440		197460	93.40	440
188308 2-C10_S130_L001_R1_001_2894876	440		183107	95.90	440
188317 1-F1_S61_L001_R1_001_1440915	440		195496	94.30	440
188321 2-C5_S125_L001_R1_001_3484876	440		193666	94.10	440
188432 2-E3_S147_L001_R1_001_677210	440		522863	95.70	440
188454 2-G8_S176_L001_R1_001_4271959	440		350681	94.30	440
188479 2-C1_S121_L001_R1_001_802095	440		193666	96.40	440
1885089 1-G4_S76_L001_R1_001_1549134	442		185670	88.70	442
188598 1-D1_S37_L001_R1_001_642551	440		851865	99.30	440
188625 2-B12_S120_L001_R1_001_151374	440		195674	97.00	440
188658 2-B2_S110_L001_R1_001_452542	442		182420	92.10	442
188675 2-G1_S169_L001_R1_001_4544966	440		216888	95.50	440
188690 1-D4_S40_L001_R1_001_3171824	438		193666	98.20	438
188700 2-H5_S185_L001_R1_001_1777159	439		297872	96.60	439
188707 1-B2_S14_L001_R1_001_3162997	437		185306	95.00	437
188749 2-G4_S172_L001_R1_001_3066307	440		197460	90.90	440
188753 1-H4_S88_L001_R1_001_4740619	440		193666	96.60	440
188851 2-A3_S99_L001_R1_001_2776887	458		328866	87.30	458
188863 1-A11_S11_L001_R1_001_1018034	440		186510	95.20	440
188887 1-B5_S17_L001_R1_001_2152967	460		4348122	93.70	460
188931 1-D3_S39_L001_R1_001_52322	357		215040	90.50	357
188956 1-F5_S65_L001_R1_001_88048	440		193666	96.80	440
188966 2-E10_S154_L001_R1_001_3453426	439		589920	90.40	439
188971 1-H7_S91_L001_R1_001_4452331	440		190251	93.20	440
188985 2-D1_S133_L001_R1_001_4362278	442		3027156	96.20	442
188990 1-B1_S13_L001_R1_001_1595924	440		186510	95.70	440
189011 1-B7_S19_L001_R1_001_3412434	443		290018	94.40	443
189045 1-F8_S68_L001_R1_001_2218531	440		512191	95.50	440
189053 1-H2_S86_L001_R1_001_3199539	441		193666	94.30	441
189067 2-C11_S131_L001_R1_001_3648859	440		193666	96.60	440
189076 2-B12_S120_L001_R1_001_134728	71	No search results.
189083 1-G8_S80_L001_R1_001_219650	460		851822	90.90	460
189090 1-C2_S26_L001_R1_001_4299164	460		183870	95.40	460
189091 2-G7_S175_L001_R1_001_4604797	440		851865	99.10	440
189110 2-G5_S173_L001_R1_001_2359969	441		157382	94.10	441
189138 2-A5_S101_L001_R1_001_2664634	440		183051	94.50	440
189142 2-E10_S154_L001_R1_001_3448611	442		3027156	96.60	442
189260 2-G4_S172_L001_R1_001_3074634	440		184661	96.40	440
189282 1-E2_S50_L001_R1_001_4184309	440		851865	98.60	440
189334 2-C12_S132_L001_R1_001_4156284	440		183107	93.60	440
189381 1-B12_S24_L001_R1_001_2147783	440		181121	96.40	440
189384 2-E1_S145_L001_R1_001_850537	460		4348122	93.50	460
189396 2-F6_S162_L001_R1_001_4623645	440		261016	94.10	440
189459 2-G9_S177_L001_R1_001_1312865	440		184661	95.50	440
189478 2-F9_S165_L001_R1_001_3673791	440		197460	97.50	440
189517 1-F8_S68_L001_R1_001_2223196	440		193666	95.50	440
189524 1-H7_S91_L001_R1_001_4446633	442		350681	96.80	442
189571 2-F10_S166_L001_R1_001_1406820	438		193666	95.70	438
189601 2-C1_S121_L001_R1_001_796152	440		512191	95.20	440
189630 1-H7_S91_L001_R1_001_4458289	443		290018	95.70	443
189648 2-E1_S145_L001_R1_001_855817	440		186510	97.70	440
189674 2-B12_S120_L001_R1_001_127397	440		294709	90.20	440
189708 1-D3_S39_L001_R1_001_62311	440		851865	98.90	440
189754 2-A8_S104_L001_R1_001_2962448	439		183107	95.40	439
189755 1-H3_S87_L001_R1_001_607147	440		184661	97.00	440
